post_id,theme,subtopic,confidence
7633209370188205334,creative_tool,design_build,medium
7227867095277554950,companion_affective,romantic,medium
7622559538834590984,companion_affective,friendship,high
7616795610162728200,creative_tool,video_gen,high
7545951505854024991,education_learning,study_aid,high
7633546457563335958,model_stan,generic_amazement,high
7475931802205441326,creative_tool,image_art,high
7629389803745807637,creative_tool,music_suno,high
7580930126897089806,creative_tool,pro_ai_identity,high
7370761032664403232,general_hype,future_optimism,high
7492148731375258926,companion_affective,friendship,high
7564797462561508622,model_stan,generic_amazement,medium
7605303380109528342,synthetic_media_play,funny_skit,medium
7507582371818917127,general_hype,love_ai,high
7498136389532405022,general_hype,love_ai,high
7619393846966783245,synthetic_media_play,funny_skit,low
7511813787704380714,companion_affective,emotional_support,high
7593774800498134280,creative_tool,design_build,high
7616209240792878356,synthetic_media_play,funny_skit,high
7593169525667876152,creative_tool,music_suno,high
7626009083258162440,creative_tool,video_gen,high
7622693131816881421,companion_affective,friendship,medium
7623064263313214738,career_productivity,tool_roundup,high
7519283549447490846,companion_affective,emotional_support,high
7560253723860110612,synthetic_media_play,animation,high
7565527475308989716,synthetic_media_play,face_swap,high
7631667963992542471,creative_tool,image_art,high
7462891722645835050,career_productivity,chatgpt_workflow,high
7632403335974227213,career_productivity,other,high
7627365063250185493,synthetic_media_play,viral_edit,high
7616896108689689886,career_productivity,job_landed,low
7623690457758829846,companion_affective,emotional_support,high
7587854791372541215,education_learning,homework_help,high
7567664770975829266,companion_affective,emotional_support,high
7503558008358571306,career_productivity,chatgpt_workflow,high
7631887206419860767,creative_tool,music_suno,high
7608660086428372245,general_hype,future_optimism,high
7633607236056534286,companion_affective,emotional_support,medium
7472397936547220741,creative_tool,image_art,high
7601162766983892246,creative_tool,video_gen,high
7579306816119655702,creative_tool,video_gen,high
7625793357209537814,synthetic_media_play,funny_skit,medium
7519756307209964807,career_productivity,income_side_hustle,high
7625972777639529760,general_hype,mind_blown,high
7602218545220570375,creative_tool,design_build,medium
7533395752404487446,career_productivity,vibe_coding,high
7557004397302107423,synthetic_media_play,funny_skit,high
7616866617967906079,education_learning,homework_help,high
7609837540446571784,creative_tool,music_suno,high
7633364957341519106,education_learning,homework_help,medium
7309228967154797830,synthetic_media_play,funny_skit,medium
7411754041342053675,education_learning,study_aid,high
7454961329552493831,synthetic_media_play,funny_skit,high
7534760025886067986,career_productivity,vibe_coding,high
7587709150637886736,creative_tool,image_art,high
7551663875184168205,creative_tool,image_art,high
7626821919794515222,career_productivity,chatgpt_workflow,medium
7627368518434049300,creative_tool,image_art,high
7622630940044430613,education_learning,study_aid,high
7619222932602047774,general_hype,love_ai,high
7517964325441588502,career_productivity,chatgpt_workflow,high
7631855187212111112,creative_tool,music_suno,high
7589471465381137695,education_learning,homework_help,high
7610879813393354005,career_productivity,chatgpt_workflow,high
7197949052078837038,companion_affective,other,low
7520337417094565150,general_hype,mind_blown,high
7633384595576196372,creative_tool,video_gen,high
7495607064660626730,companion_affective,emotional_support,high
7608997852064255262,career_productivity,agent_automation,high
7515941996263935275,synthetic_media_play,funny_skit,medium
7632836698145066256,synthetic_media_play,face_swap,high
7631268735344577805,career_productivity,chatgpt_workflow,medium
7621736743372557576,synthetic_media_play,animation,high
7627270169387175182,career_productivity,income_side_hustle,high
7626374375628950802,education_learning,concept_explainer,medium
7632401474516962574,career_productivity,job_landed,medium
7458922203602619690,creative_tool,image_art,high
7626773026113129742,companion_affective,emotional_support,high
7459790718958210312,companion_affective,character_roleplay,high
7633697646640729366,career_productivity,income_side_hustle,high
7584206497027067158,career_productivity,income_side_hustle,high
7444124309116701974,education_learning,study_aid,high
7632798603743923469,creative_tool,other,medium
7594875174604918038,creative_tool,image_art,high
7456043971853225248,education_learning,skill_learning,high
7361100620276862214,companion_affective,character_roleplay,high
7296041287877135649,synthetic_media_play,animation,high
7523741921701874999,companion_affective,character_roleplay,high
7525683549467430161,companion_affective,romantic,high
7338029871957871905,creative_tool,image_art,high
7626385148157627679,synthetic_media_play,viral_edit,high
7578254302272163093,career_productivity,chatgpt_workflow,high
7488149694825123103,career_productivity,chatgpt_workflow,high
7259136235870981422,creative_tool,image_art,high
7393370816164924688,creative_tool,music_suno,high
7631839042358824200,career_productivity,agent_automation,high
7594063984345632022,synthetic_media_play,viral_edit,high
7632935857875356946,creative_tool,pro_ai_identity,high
7620680349181299988,synthetic_media_play,lip_sync,high
7452391397669309718,synthetic_media_play,animation,high
7631300911750581524,career_productivity,vibe_coding,high
7618697219641822486,synthetic_media_play,funny_skit,high
7633402901959822610,career_productivity,chatgpt_workflow,high
7604741561196268830,career_productivity,chatgpt_workflow,medium
7532545421630049558,career_productivity,income_side_hustle,high
7475561914395790634,companion_affective,friendship,high
7489932967108726038,creative_tool,image_art,high
7509834986338389266,creative_tool,image_art,high
7633402449671523604,synthetic_media_play,viral_edit,high
7482260596289768712,companion_affective,romantic,high
7633167438506413334,career_productivity,chatgpt_workflow,high
7628825950792191252,companion_affective,friendship,high
7631820296160382216,career_productivity,vibe_coding,high
7608254808700620045,companion_affective,friendship,high
7614591633169911047,synthetic_media_play,animation,high
7468130007223717166,education_learning,study_aid,high
7626790034531716365,career_productivity,income_side_hustle,high
7489838044674002183,career_productivity,vibe_coding,high
7408296908797693230,companion_affective,character_roleplay,high
7506498792263355666,career_productivity,agent_automation,high
7183781296605318406,creative_tool,image_art,high
7632447184750873869,career_productivity,vibe_coding,high
7629417133121817889,creative_tool,video_gen,high
7633749813707705620,synthetic_media_play,viral_edit,high
7529923916333124919,career_productivity,agent_automation,high
7474919297958087958,companion_affective,emotional_support,high
7538900197217193272,career_productivity,income_side_hustle,high
7631579100729068821,education_learning,homework_help,high
7376238494487825696,synthetic_media_play,animation,high
7496709306755075334,breakthrough_science,future_promise,high
7633839129058446622,creative_tool,music_suno,high
7591364953681054990,companion_affective,character_roleplay,high
7623488441279319304,career_productivity,agent_automation,medium
7484482193939500318,companion_affective,character_roleplay,high
7586286667258973470,career_productivity,chatgpt_workflow,medium
7627466943045455111,companion_affective,romantic,high
7564477073360702751,synthetic_media_play,funny_skit,high
7571162191202684182,career_productivity,vibe_coding,high
7433887700513574150,general_hype,future_optimism,high
7628085001891958036,general_hype,love_ai,high
7630748463390625032,companion_affective,emotional_support,high
7558844399937916190,creative_tool,design_build,high
7629956700887354638,general_hype,future_optimism,high
7631786236172193032,model_stan,generic_amazement,high
7291758758546443526,general_hype,mind_blown,high
7623224826924223766,model_stan,claude_stan,high
7626799825165618453,career_productivity,income_side_hustle,medium
7633625887048535316,creative_tool,music_suno,high
7589022875185728790,career_productivity,other,low
7597623279712685332,creative_tool,image_art,medium
7550502078276193550,education_learning,skill_learning,medium
7633017104681159956,companion_affective,character_roleplay,high
7633144286996974870,synthetic_media_play,funny_skit,high
7619108096425725215,companion_affective,friendship,high
7633841141405732118,creative_tool,image_art,high
7290694290165009696,synthetic_media_play,animation,high
7618337293828492558,synthetic_media_play,animation,high
7624464483724840212,education_learning,skill_learning,medium
7615106897217096990,synthetic_media_play,funny_skit,high
7633728780644781320,creative_tool,music_suno,high
7623499160267869448,synthetic_media_play,funny_skit,medium
7624253556782157074,career_productivity,vibe_coding,high
7633123623875775766,career_productivity,vibe_coding,high
7629151070056451346,companion_affective,romantic,high
7515130425463917830,creative_tool,music_suno,high
7374103637204782368,synthetic_media_play,face_swap,high
7615176201405336853,synthetic_media_play,face_swap,high
7213129378543275269,creative_tool,image_art,high
7598852734594469133,creative_tool,image_art,high
7532167613762293048,education_learning,skill_learning,high
7476350118199921937,companion_affective,emotional_support,high
7576963594818964758,career_productivity,chatgpt_workflow,high
7632335810724941059,creative_tool,music_suno,high
7629962641238183189,creative_tool,video_gen,high
7394053264704015623,education_learning,other,high
7632048430281477408,model_stan,chatgpt_stan,high
7628062591650155790,career_productivity,agent_automation,medium
7572000053967998220,career_productivity,chatgpt_workflow,medium
7633438343703088404,creative_tool,image_art,high
7555203269459447062,companion_affective,romantic,high
7628572016878079263,synthetic_media_play,animation,high
7609206349016255762,career_productivity,chatgpt_workflow,high
7618907093134740757,career_productivity,income_side_hustle,high
7174808892877049130,creative_tool,image_art,high
7618789212493483285,synthetic_media_play,viral_edit,high
7633548627310431510,synthetic_media_play,face_swap,high
7558888499609472287,creative_tool,music_suno,high
7633331756220812566,synthetic_media_play,face_swap,high
7633367819702275350,career_productivity,vibe_coding,high
7633874355751095574,career_productivity,vibe_coding,high
7632577056970116372,companion_affective,character_roleplay,high
7631503981986024711,synthetic_media_play,other,high
7562703146288483615,creative_tool,video_gen,high
7439714404813262087,companion_affective,romantic,high
7631772553958395154,creative_tool,pro_ai_identity,high
7633456042831072534,career_productivity,other,high
7627054514545102088,synthetic_media_play,animation,high
7465474629289741590,career_productivity,income_side_hustle,high
7607698568400440594,synthetic_media_play,lip_sync,high
7199387045402250538,companion_affective,romantic,high
7549617850118425870,education_learning,study_aid,high
7550563104917130526,companion_affective,friendship,high
7483944308131908894,education_learning,concept_explainer,high
7631421947104087304,creative_tool,pro_ai_identity,high
7491393874619829520,synthetic_media_play,face_swap,high
7633333170439589142,synthetic_media_play,face_swap,high
7583153091768290615,model_stan,other_model_stan,medium
7217777228799675653,companion_affective,emotional_support,high
7557035126379531528,creative_tool,image_art,high
7471331989853932855,career_productivity,job_landed,medium
7556571222906064144,companion_affective,romantic,high
7534391282601446670,education_learning,study_aid,high
7512514174132505878,career_productivity,vibe_coding,high
7458765460700482847,creative_tool,image_art,high
7617488108753292552,synthetic_media_play,face_swap,high
7599743329026182402,synthetic_media_play,funny_skit,high
7259363805589753115,breakthrough_science,research_discovery,high
7628219407407336726,synthetic_media_play,viral_edit,high
7632509009647373588,synthetic_media_play,face_swap,high
7620650556406762769,synthetic_media_play,viral_edit,high
7441914992141536568,companion_affective,friendship,high
7633054658206059797,companion_affective,romantic,high
7633475557820517639,companion_affective,friendship,high
7611228143210269960,general_hype,love_ai,high
7600610664503201056,general_hype,future_optimism,high
7606644782403783958,synthetic_media_play,funny_skit,high
7532952557207981317,career_productivity,agent_automation,high
7631996683307568405,creative_tool,video_gen,high
7571874318951468308,creative_tool,design_build,high
7401208097252920609,creative_tool,image_art,high
7353714121235270917,education_learning,study_aid,high
7469814081394920709,education_learning,concept_explainer,high
7558576101115661591,career_productivity,other,high
7522390182860033302,companion_affective,friendship,high
7621330578620566791,career_productivity,tool_roundup,high
7633956328494484749,creative_tool,video_gen,high
7630572009650425101,creative_tool,video_gen,medium
7512583005496429846,synthetic_media_play,funny_skit,high
7563646553659854101,creative_tool,image_art,high
7622060124777090317,career_productivity,other,high
7553452139121511710,general_hype,future_optimism,high
7633417867324706068,career_productivity,chatgpt_workflow,medium
7617184722459938079,companion_affective,emotional_support,high
7501020249953668358,career_productivity,chatgpt_workflow,high
7632697325286149383,creative_tool,music_suno,high
7633176301720833310,career_productivity,agent_automation,high
7614720940924013846,career_productivity,vibe_coding,high
7611943473536568597,companion_affective,romantic,high
7527738360962567446,breakthrough_science,medical_health,high
7628616356761439506,synthetic_media_play,viral_edit,medium
7117520995178548526,creative_tool,image_art,high
7478102185188822327,education_learning,homework_help,medium
7544602992872410386,education_learning,study_aid,high
7536245897542307102,general_hype,future_optimism,high
7609743654927764766,career_productivity,income_side_hustle,high
7597013341315304735,creative_tool,design_build,high
7568454318395870485,education_learning,study_aid,high
7572309850760301846,education_learning,study_aid,high
7451546358131019026,synthetic_media_play,lip_sync,high
7505129875099962625,companion_affective,romantic,high
7556765281666862366,synthetic_media_play,funny_skit,low
7625664024096591125,creative_tool,pro_ai_identity,high
7627561392609955102,general_hype,mind_blown,medium
7556881304499916046,synthetic_media_play,animation,high
7510627627238034696,creative_tool,music_suno,high
7551202088504675598,career_productivity,agent_automation,high
7492473653687242039,career_productivity,vibe_coding,high
7571497926032182546,creative_tool,image_art,high
7632081298718313745,creative_tool,music_suno,high
7552765524082445576,creative_tool,image_art,high
7627240115567365390,general_hype,love_ai,high
7632318284087446797,companion_affective,emotional_support,high
7577094283644226838,career_productivity,chatgpt_workflow,high
7425672213476412718,creative_tool,music_suno,high
7631288663028108564,career_productivity,chatgpt_workflow,high
7618253768794066198,education_learning,study_aid,high
7518777526035041566,career_productivity,agent_automation,high
7369763826209737990,general_hype,mind_blown,medium
7407786996153781512,general_hype,future_optimism,medium
7627875864797056273,career_productivity,chatgpt_workflow,high
7469957616870034734,career_productivity,other,medium
7460512099446312222,career_productivity,other,high
7456110623206755617,creative_tool,video_gen,high
7631129243912637717,education_learning,study_aid,high
7540418395863305477,creative_tool,image_art,high
7475674956840439045,companion_affective,character_roleplay,high
7633487722677554454,creative_tool,image_art,high
7545631344383020310,education_learning,study_aid,high
7617455480645979412,education_learning,homework_help,high
7633252982905130262,education_learning,other,high
7633730090828008706,career_productivity,vibe_coding,medium
7607751704104209686,companion_affective,romantic,high
7305116741305109792,synthetic_media_play,viral_edit,high
7631638833653681430,career_productivity,chatgpt_workflow,high
7616399743807278350,companion_affective,romantic,high
7505073489498475819,synthetic_media_play,lip_sync,high
7519433579063987469,creative_tool,video_gen,high
7633132445021310239,career_productivity,vibe_coding,high
7622246997210254613,education_learning,study_aid,high
7491420453341400366,career_productivity,chatgpt_workflow,medium
7624886955179773204,career_productivity,vibe_coding,high
7573622599029099798,model_stan,chatgpt_stan,high
7633613808673574166,creative_tool,video_gen,high
7627346470110350622,career_productivity,agent_automation,high
7575356941342362910,creative_tool,pro_ai_identity,high
7633443565238045960,creative_tool,pro_ai_identity,high
7370751699364891946,companion_affective,character_roleplay,high
7500152700097563926,breakthrough_science,future_promise,medium
7633571898307120392,breakthrough_science,research_discovery,high
7633439425061457159,creative_tool,video_gen,high
7633472906915335444,career_productivity,agent_automation,high
7629141621430291730,synthetic_media_play,lip_sync,high
7254940157462187306,companion_affective,character_roleplay,high
7460983991609429291,career_productivity,chatgpt_workflow,high
7547462500367748360,career_productivity,vibe_coding,high
7630417090763164950,synthetic_media_play,lip_sync,high
7633882109471444254,creative_tool,music_suno,high
7450694653093104942,general_hype,love_ai,high
7564160541992750358,career_productivity,agent_automation,high
7627627550826712334,general_hype,other,high
7516490295547153686,career_productivity,income_side_hustle,high
7623082489887657234,career_productivity,vibe_coding,high
7629256899665530114,synthetic_media_play,viral_edit,medium
7569378494476569911,career_productivity,tool_roundup,high
7574497361490169110,creative_tool,music_suno,high
7618612282276318486,education_learning,study_aid,high
7464751550469147950,education_learning,concept_explainer,high
7607870122337766678,education_learning,homework_help,high
7579008475729087766,creative_tool,image_art,high
7523644326333746488,creative_tool,pro_ai_identity,high
7630572103447874830,career_productivity,chatgpt_workflow,high
7559444173149981974,creative_tool,image_art,high
7594927690738683158,synthetic_media_play,animation,medium
7621626505260518664,synthetic_media_play,viral_edit,medium
7476598365006892343,model_stan,generic_amazement,high
7627783756220304658,synthetic_media_play,animation,medium
7565692439416130847,synthetic_media_play,funny_skit,medium
7604498986120285462,creative_tool,image_art,high
7506109942815018286,career_productivity,chatgpt_workflow,medium
7618331426798308628,career_productivity,chatgpt_workflow,high
7520620062147955990,career_productivity,job_landed,medium
7427827105267715333,companion_affective,character_roleplay,high
7614236133148429589,synthetic_media_play,funny_skit,high
7627255461456399636,career_productivity,agent_automation,high
7627586302635953439,companion_affective,emotional_support,high
7611016615206898975,model_stan,generic_amazement,high
7608509357201935637,creative_tool,design_build,medium
7630743321610128641,creative_tool,music_suno,high
7532905952589139222,education_learning,study_aid,high
7628530609148677397,synthetic_media_play,other,high
7596758823453445384,creative_tool,video_gen,high
7503220121121328406,creative_tool,video_gen,high
7619070926679821590,creative_tool,image_art,high
7582136489526529301,synthetic_media_play,lip_sync,high
7568837980421459214,career_productivity,chatgpt_workflow,high
7603622919872335122,companion_affective,character_roleplay,high
7478202391603481902,companion_affective,character_roleplay,high
7502911658025618710,education_learning,other,high
7623121750942878998,career_productivity,vibe_coding,high
7633388137955331350,synthetic_media_play,viral_edit,high
7182969268739460398,creative_tool,image_art,high
7632671268566781202,creative_tool,video_gen,high
7629409657534205201,career_productivity,job_landed,medium
7618298909927968008,creative_tool,video_gen,high
7598684788626558215,creative_tool,pro_ai_identity,medium
7529255578602884374,general_hype,love_ai,medium
7625823652826729735,breakthrough_science,medical_health,high
7545302319877999903,career_productivity,agent_automation,high
7570026757495983382,creative_tool,image_art,high
7614707912816020744,synthetic_media_play,other,medium
7626993866280799501,model_stan,generic_amazement,high
7583230830315572500,companion_affective,romantic,high
7626584722013048077,career_productivity,agent_automation,high
7632380728726146326,synthetic_media_play,lip_sync,high
7632361238583872776,career_productivity,vibe_coding,medium
7456834354392878382,companion_affective,romantic,high
7624957251542879510,career_productivity,chatgpt_workflow,high
7593301434578275606,career_productivity,chatgpt_workflow,medium
7555064271000964360,creative_tool,image_art,high
7630441467072302356,career_productivity,agent_automation,medium
7632101645077335318,career_productivity,vibe_coding,high
7501855607033482538,education_learning,study_aid,high
7537839998582721809,synthetic_media_play,face_swap,high
7298799388321680672,career_productivity,income_side_hustle,medium
7531610468771695877,education_learning,skill_learning,high
7499454379225894199,companion_affective,emotional_support,high
7569239676800814367,synthetic_media_play,viral_edit,high
7611956324661726480,creative_tool,music_suno,medium
7633526182629084429,education_learning,homework_help,high
7628964270390136085,synthetic_media_play,lip_sync,high
7566648633274223927,creative_tool,image_art,high
7626785161325186321,creative_tool,design_build,high
7538625397588643085,creative_tool,image_art,high
7555718805708672269,career_productivity,vibe_coding,high
7630976888369892621,career_productivity,chatgpt_workflow,high
7622002957248417046,general_hype,mind_blown,high
7503251352559111467,companion_affective,friendship,high
7633727131310230804,companion_affective,emotional_support,high
7486747591363939606,career_productivity,tool_roundup,medium
7492452019765021960,companion_affective,romantic,high
7607578177212370206,companion_affective,other,high
7622596529961848072,creative_tool,design_build,high
7529919529082735877,career_productivity,agent_automation,high
7605260517044784404,career_productivity,agent_automation,high
7542600036169911572,general_hype,future_optimism,high
7631537534979329302,general_hype,mind_blown,high
7631727944066518303,synthetic_media_play,animation,high
7426081961510374702,model_stan,chatgpt_stan,high
7631034295804644615,synthetic_media_play,other,medium
7626823602721115414,synthetic_media_play,funny_skit,medium
7619576068227304735,companion_affective,friendship,high
7620813033140391190,career_productivity,tool_roundup,low
7505783519625432342,companion_affective,character_roleplay,high
7633246199725772052,creative_tool,image_art,medium
7544263493558553861,model_stan,chatgpt_stan,high
7550668570154388767,companion_affective,character_roleplay,high
7596311918919306503,creative_tool,music_suno,high
7594107021679414536,synthetic_media_play,lip_sync,high
7389301687694920993,career_productivity,tool_roundup,medium
7616769700415999252,synthetic_media_play,animation,high
7574995246069615902,general_hype,love_ai,high
7485432291142028575,career_productivity,income_side_hustle,medium
7527426829091917062,breakthrough_science,research_discovery,high
7597576861887024406,creative_tool,image_art,high
7631965287205588244,career_productivity,vibe_coding,high
7543787284005506335,education_learning,skill_learning,high
7603389069355191566,career_productivity,other,high
7467996370440490242,career_productivity,job_landed,medium
7607914498141244686,career_productivity,agent_automation,high
7533427083041688863,creative_tool,image_art,high
7625521122427014413,creative_tool,music_suno,high
7521684982327201055,creative_tool,image_art,high
7617796031010458901,career_productivity,tool_roundup,medium
7522872472270638366,education_learning,homework_help,high
7626469140429049102,general_hype,mind_blown,high
7625886660202351885,creative_tool,music_suno,high
7486168794298125574,education_learning,homework_help,high
7491274642208853303,career_productivity,other,high
7633703636673105159,career_productivity,chatgpt_workflow,high
7552344591593196830,career_productivity,agent_automation,high
7617733818476137749,synthetic_media_play,lip_sync,high
7498756400122989870,companion_affective,emotional_support,high
7534843724329717047,education_learning,homework_help,high
7517425680548662559,career_productivity,agent_automation,high
7612305696071159062,creative_tool,music_suno,high
7633579684566928653,career_productivity,chatgpt_workflow,medium
7442373765947821334,career_productivity,vibe_coding,high
7483258913538755862,synthetic_media_play,animation,high
7174759762481909018,synthetic_media_play,animation,high
7625376436299418898,education_learning,study_aid,high
7307352823350512901,synthetic_media_play,funny_skit,medium
7633331146230697248,creative_tool,music_suno,high
7629862062063095062,synthetic_media_play,lip_sync,high
7633095175471975687,education_learning,homework_help,high
7628615875871952142,model_stan,generic_amazement,medium
7335150858843294984,creative_tool,image_art,high
7582154146455883026,companion_affective,character_roleplay,high
7615672212586089748,creative_tool,image_art,high
7618035924349291794,education_learning,skill_learning,high
7631992553952365845,education_learning,homework_help,medium
7561837076430294294,creative_tool,video_gen,high
7631620462279183634,synthetic_media_play,lip_sync,medium
7478391564809604382,creative_tool,image_art,high
7478456045489278254,career_productivity,agent_automation,high
7548087631347813637,career_productivity,vibe_coding,high
7510253743284260126,model_stan,generic_amazement,high
7632574778985139474,synthetic_media_play,animation,medium
7632387130676841736,education_learning,homework_help,high
7259326596497149210,creative_tool,image_art,high
7516969033632189726,companion_affective,romantic,medium
7632744843709549856,career_productivity,vibe_coding,high
7545511133927492895,synthetic_media_play,funny_skit,medium
7616877897030110472,education_learning,study_aid,high
7619206432268832013,creative_tool,design_build,high
7530242099007032598,education_learning,study_aid,high
7564913334185807111,companion_affective,romantic,high
7590497274069863735,education_learning,concept_explainer,high
7626763152499199252,synthetic_media_play,lip_sync,high
7440268405954972970,companion_affective,emotional_support,high
7607291198746660117,companion_affective,romantic,high
7541787930231065911,companion_affective,friendship,high
7617449879299820813,career_productivity,tool_roundup,medium
7619038744657546499,creative_tool,other,medium
7518508168918371591,career_productivity,income_side_hustle,high
7633881962112961805,creative_tool,image_art,medium
7631237044508822817,synthetic_media_play,funny_skit,medium
7534458636563696909,creative_tool,image_art,high
7623136600830037262,synthetic_media_play,animation,medium
7494799244642094391,companion_affective,emotional_support,high
7556981547761519885,synthetic_media_play,other,high
7340386396739439918,education_learning,study_aid,high
7582311032509435158,career_productivity,tool_roundup,high
7533534223672593686,career_productivity,vibe_coding,high
7632721130339519751,career_productivity,chatgpt_workflow,medium
7608504914955767048,career_productivity,vibe_coding,high
7508135443435719958,synthetic_media_play,animation,high
7614120143819656470,career_productivity,tool_roundup,high
7596327091532991757,career_productivity,chatgpt_workflow,high
7455558957030034730,education_learning,study_aid,high
7633562521286216974,career_productivity,vibe_coding,high
7633702493687385366,synthetic_media_play,face_swap,high
7630838687797972244,synthetic_media_play,lip_sync,high
7609399419254983956,synthetic_media_play,funny_skit,low
7579689479061916942,career_productivity,income_side_hustle,high
7609339042047593749,creative_tool,music_suno,high
7631444308977110280,career_productivity,vibe_coding,high
7510584745722432790,career_productivity,chatgpt_workflow,high
7608973365235240214,career_productivity,income_side_hustle,high
7525765449779252502,career_productivity,agent_automation,high
7633669119870504214,breakthrough_science,research_discovery,high
7632327152217722126,creative_tool,music_suno,high
7633180858580471062,creative_tool,music_suno,high
7489161182926998789,career_productivity,other,high
7516654564850896150,creative_tool,video_gen,high
7556735685907025174,creative_tool,music_suno,high
7456043972520070433,career_productivity,agent_automation,high
7282511331922562310,companion_affective,character_roleplay,high
7610385926950309140,creative_tool,image_art,high
7633934628549676301,education_learning,study_aid,high
7619697286326652182,synthetic_media_play,animation,high
7586606882446462228,career_productivity,vibe_coding,high
7631100446823681300,career_productivity,chatgpt_workflow,high
7572588903748734230,synthetic_media_play,funny_skit,high
7631321883614432534,career_productivity,vibe_coding,high
7222714838189968646,creative_tool,image_art,high
7532832820968918302,synthetic_media_play,face_swap,high
7447971288188046634,career_productivity,chatgpt_workflow,high
7566603564571839762,creative_tool,design_build,high
7565453885389802759,creative_tool,music_suno,high
7578667589279288598,creative_tool,design_build,high
7617379641325554966,synthetic_media_play,face_swap,high
7560151004436532494,synthetic_media_play,funny_skit,high
7496818636758256918,career_productivity,chatgpt_workflow,high
7588892245693058322,career_productivity,chatgpt_workflow,high
7613753054923459861,creative_tool,image_art,medium
7567179332532194615,synthetic_media_play,viral_edit,medium
7627905962854173972,companion_affective,character_roleplay,high
7627184447917493518,synthetic_media_play,funny_skit,high
7625363035540114709,creative_tool,music_suno,high
7170558132681379118,creative_tool,image_art,high
7584256700216102164,creative_tool,video_gen,high
7525401882949438728,synthetic_media_play,other,medium
7631989124320251167,career_productivity,chatgpt_workflow,medium
7633886829464407328,career_productivity,vibe_coding,high
7545688079982398743,education_learning,concept_explainer,high
7630093413748100366,companion_affective,character_roleplay,high
7445716428692589870,career_productivity,job_landed,medium
7595594330228673814,synthetic_media_play,funny_skit,medium
7629707226751487252,creative_tool,music_suno,high
7538438869411187988,creative_tool,video_gen,high
7631309065712405791,synthetic_media_play,other,low
7567119825605053751,career_productivity,agent_automation,high
7632537428410076436,synthetic_media_play,viral_edit,high
7630910648930553110,model_stan,claude_stan,high
7631435794015866132,model_stan,chatgpt_stan,high
7625388237091015967,career_productivity,vibe_coding,high
7572506357920713992,synthetic_media_play,lip_sync,high
7475755118135201032,creative_tool,video_gen,medium
7621322451489770766,synthetic_media_play,animation,medium
7620883245894323478,synthetic_media_play,viral_edit,high
7554090078130277663,career_productivity,income_side_hustle,medium
7627927532356095253,career_productivity,income_side_hustle,high
7532568750067862791,synthetic_media_play,animation,high
7477383797340687646,creative_tool,video_gen,high
